Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Casa Rossa,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.631959,8.932295,Boulevard Pierre Pasquini Route du Fogata,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-15,#+33 4 95 60 22 76#info@hotel-casa-rossa.com#https://www.hotel-casarossa.com/,,"Situé à 500m du centre ville et de la plage, cet hôtel de charme vous offre un cadre calme avec ses murs en pierres, sa piscine extérieure, son jardin, son spa et sa terrasse ombragée. Possibilité de séjour en formule chambre ou studio.",https://data.datatourisme.fr/13/60be0db6-04ba-35ec-a940-fa89b7c1eacd
Fast Food Mirenda,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.634725,8.9376,Place Paoli 1 rue Napoléon,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-01-19,#+33 4 95 60 17 41#fast.mirenda@gmail.com#http://www.fastfood-mirenda.com/,,"Le Mirenda, adresse incontournable de l'Ile-Rousse pour la restauration rapide ! 
Vous y dégusterez hamburgers traditionnels et revisités, des frites, milk-shake, sundae, salades, paninis...
Tous nos produits sont fabriqués sur place et à la demande.",https://data.datatourisme.fr/13/61684574-4ec9-35b7-b75f-e05202eba837
Brasserie L'Altore,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.634989,8.938181,Rue Paoli,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-22,#+33 4 95 60 31 41<>+33 6 98 65 31 41#pev2605@icloud.com#,,"L'Altore vous accueille au coeur de la vieille ville de L'Ile-Rousse, dans le centre historique, face au marché couvert de la ville, dans une de ces ruelles animées et authentiques. Vous y goûterez une cuisine traditionnelle corse et méditerranéenne.",https://data.datatourisme.fr/13/63186e96-6c0f-3a01-91a0-00e771bf6f1a
P'tit Thai,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.63503,8.937865,1 Rue D. Fioravanti,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-01-19,#+33 6 78 74 50 65##,,"Le P'tit Thai vous propose des plats de spécialités asiatiques faits maison & Suggestions de sushi. Au choix, livraison à domicile ou à emporter.",https://data.datatourisme.fr/13/637ceeff-f81e-3c60-bd32-236be0459fe5
Best Western Alcyon,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.593,9.2785,Rue du Maréchal Leclerc,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-15,#+33 4 95 70 50 50#info@hotel-alcyon.com#https://hotel-alcyon.com/,,"Situé face au golfe et à la citadelle de Porto-Vecchio, découvrez notre hôtel 3* contemporain.
Le Best Western Alcyon vous accueille pour vos séjours en famille, entre amis ou pour vos déplacements professionnels.",https://data.datatourisme.fr/13/64a1d7aa-66f6-3032-b229-64c415bdbce5
U Spaziu Pasquale Paoli,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#ArtGalleryOrExhibitionGallery|http://schema.org/LocalBusiness,42.636636,8.937728,Hôtel de Ville,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-20,#+33 4 95 63 01 80##,,"Au coeur de la ville de L'Ile-Rousse, U Spaziu Pasquale Paoli est un lieu public dédié à la culture et d'accès gratuit où s'enchaînent au rythme des saisons, expositions, formations, conférences et animations.",https://data.datatourisme.fr/13/64b4ed91-715b-3326-9558-34bee09c9a5c
Corse Loisirs 4x4,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,42.574614,9.009592,Hameau du soleil,20226#Occhiatana,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-04-04,#+33 6 20 69 38 73#corseloisirs@orange.fr#http://www.corse-4x4.com/,,"Découvrez la Balagne sauvage et l'Agriate par les pistes en Rando 4x4, en combiné Voile et 4x4, en combiné Semi-rigide et 4x4, en combiné Pédestre et 4x4. Guides insulaires diplômés ff 4x4.",https://data.datatourisme.fr/13/660563b4-ab93-3766-8c74-9f3e13f4239e
Kalliste Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,41.560401,9.332299,Plage de Palombaggia,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-15,#+33 6 35 29 35 71#info@lekalliste-plongee.corsica#http://www.corsicadiving.com/,,"Une situation privilégiée sur la plage de Palombaggia, en plein cœur de la Réserve Naturelle des îles Cerbicale (temps de navigation 10 min) mais aussi des îles Lavezzi en partenariat avec BONIFACIO PLONGEE (forfait explo commun). FFESSM/ ANMP - SSI.",https://data.datatourisme.fr/13/66b6eb60-d308-314b-8002-66fddc925f17
Le Relais,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,41.545,9.1962,Village de Sotta,20146#Sotta,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-15,#+33 4 95 20 80 21#lerelaissotta@gmail.com#,,"Halte obligatoire dans cet excellent établissement créé en 1971. Une cuisine corse authentique élaborée à partir de produits du terroir de qualité, faits maison ! Situé à 15 min de Porto-Vecchio, dans un cadre calme avec une agréable terrasse extérieure.",https://data.datatourisme.fr/13/671c1128-3245-39e6-b2fb-1a4edc7b8fe7
Galerie Ranaldi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#ArtGalleryOrExhibitionGallery|http://schema.org/LocalBusiness,41.590104,9.279588,(à côté de la porte génoise) 47 rue Borgo,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-20,#+33 6 07 90 73 30#viviane.ranaldi@hotmail.fr#https://www.galerieranaldi.fr/,,"34 ème anniversaire de la Galerie à Porto-Vecchio. 20 Peintres cotés : Castan, Novarino, Della Giustina Biancheri... Sculpteur : Arman.
Ouvert en juillet-août, de 10h à 13h et de 17h à minuit et 21h les autres mois ou sur rendez-vous.",https://data.datatourisme.fr/13/67dd2a9f-c6b8-36a8-b7a5-70e1d372c4f2
Squash Loisirs,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#FitnessCenter|https://www.datatourisme.fr/ontology/core#SquashCourt|http://schema.org/LocalBusiness,42.627554,8.92696,Route de Calvi Route Territoriale 30,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-25,#+33 4 95 60 00 60<>+33 6 09 06 22 27#squash.ilerousse@wanadoo.fr#http://www.squashir.com/,,"Club formateur haut-niveau en squash, le Squash Loisirs, c’est du fitness, du speed-bike, un sauna pour la détente, du ping-pong et du baby foot. Bénéficiez aussi d'un accompagnement de qualité avec nos 3 professeurs brevetés d’état squash et fitness.",https://data.datatourisme.fr/13/690fe9b1-a708-3b40-b9fc-ce0426bb5482
Résidence Filippi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.596278,9.280712,Avenue Georges Pompidou Chemin de Covasina,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-08,#+33 4 95 77 13 12#locvilla20@gmail.com#https://residencefilippi.wixsite.com/residencefilippi,,"Vous rêvez d'un logement de vacances individuel en plein cœur de Porto-Vecchio ? 
La Résidence Filippi pourrait être votre destination idéale.",https://data.datatourisme.fr/13/6ba42ec2-7785-36b2-95d2-f028680051a4
U Spuntinu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.634734,8.937573,1 Rue Napoléon,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-01-07,#+33 4 95 60 00 05#uspuntinu@orange.fr#,,"Situé au coeur de la vieille ville dans une rue piétonne, sous une pergola où il fait bon se détendre. U Spuntinu, le plus ancien restaurant de L'Ile-Rousse vous invite à découvrir sa cuisine familiale avec ses produits frais du terroir.",https://data.datatourisme.fr/13/6ba7d661-dd6c-34c6-84c5-e3589a408831
Croisière Exclusive,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,41.590132,9.283183,Port de plaisance Quai Pascal Paoli,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-04-01,#+33 6 25 81 20 84#croisiere.exclusive2a@gmail.com#http://www.croisiere-exclusive.fr/,,"Croisières en mer et location de bateaux avec skipper à la journée ou demi-journée, avec ou sans repas à bord. Départ du ponton de Moby Dick à Santa Giulia et/ou du Port de Plaisance de Porto-Vecchio. 12 pers. max à bord. Privatisation possible.",https://data.datatourisme.fr/13/7e370308-b630-3d48-b22d-379e7aac23ac
Porto-Vecchio Plongée,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,41.588,9.2822,Route de Bonifacio Rue Mansuetus Alessandri,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-20,#+33 6 71 86 82 67#contact@portovecchioplongee.fr#http://www.portovecchioplongee.fr/,,"Plongez dans la Réserve Naturelle des îles Cerbicale. Dès 8 ans, baptêmes, formations (FFESSM, SSI, PADI), exploration, randonnée palmée, plongée sur épave. Tarif groupe, sortie privatisée. Convivialité, bateau très confort. Location et vente de matériel.",https://data.datatourisme.fr/13/7f1df604-bd0c-3223-a4d9-ab005f762a53
Jean-Paul Quilici,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,41.836,9.3728,U Suartu,20145#Sari-Solenzara,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-15,#+33 6 16 41 18 53#corserandocanyon@gmail.com#https://corserandocanyon.com/,,"1er Guide de Haute Montagne de Corse diplômé d'État. Randonnées pédestres toute l’année. Canyon : A Purcaraccia, le plus spectaculaire - A Vacca, le plus sauvage - U Pulischellu, le plus aquatique. Sorties tous les jours. GR20 du sud au nord de mai à oct.",https://data.datatourisme.fr/13/8627fd30-4220-3745-838c-eaada3fe2f3e
Capu d'Acciaghju,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,41.546,9.305,Route de Palombaggia Plage d'Acciaghju,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-15,#+33 6 18 01 24 33#lacciaroplage@gmail.com#,,"Au cœur de la plage d’Acciaghju à Palumbaghja, belles balades dans les eaux limpides de la baie, en kayak, paddle ou pédalo. Plage aménagée. Restauration sur place ou à emporter.",https://data.datatourisme.fr/13/8d8cf8aa-0dc7-3fe1-bf64-3936a5f28f14
Best Western Premier Santa Maria,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.638412,8.934802,Route du Port,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-20,#+33 4 95 63 05 05#infos@hotelsantamaria.com#http://www.hotelsantamaria.com/,,"Idéalement situé face aux îles rousses de la ville, les pieds dans l'eau avec accès direct à la plage pour un séjour de rêve. Tout le confort d'un 4 étoiles, des terrasses et salons avec vue sur mer.",https://data.datatourisme.fr/13/8e83ed32-f50a-3c33-85e0-89880f629cdd
Studio Piras,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,41.592,9.2782,17 avenue Maréchal Leclerc,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-10-31,#+33 4 95 70 51 17#contact@studio-piras.com#http://www.studio-piras.com/,,"Nos services en boutique : photos d’identité, tirage photo, impression fine art grand format, encadrement standard et sur-mesure, matériel Leica…Studio de photographes professionnels : reportages événementiels, portraits, corporate et photo immobilier.",https://data.datatourisme.fr/13/94c675c7-23c7-3351-9b63-6b09cd72b905
Diving Private Pianottoli,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,41.476,9.0678,Hôtel U Libecciu,20131#Pianottoli-Caldarello,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-20,#+33 6 01 78 15 14<>+33 6 30 03 03 01#contact@pianottoli-diving.com#http://www.pianottoli-diving.com/,,"Vous rêvez d'une plongée privilégiée ? Diving Private c'est une vision unique de la plongée : plongées en petit comité (6 pers. max) ou 100 % privatisées au départ de Bonifacio, Pianottoli et Tizzano. Professionnels à l'écoute. Matériel Haut de Gamme.",https://data.datatourisme.fr/13/94cce5f4-2667-37ad-b0d5-bf4a8c508f33
Les Mouettes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.63629,9.012802,Lieu-dit Losari,20226#Belgodère,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-04-08,#+33 4 95 60 03 23#info@hotel-lozari.com#http://www.hotel-lozari.com/,,"Le restaurant Les Mouettes se situe entre l’hôtel et la plage de Lozari, l’établissement est ouvert au public midi et soir,  les clients de l’hôtel pourront bénéficier d’une offre en demi-pension.",https://data.datatourisme.fr/13/95072dc7-aca4-3c63-82cc-53156cc8a171
